source,target,time,type
89145,88721,50002,r
21384,89771,50006,r
80552,36693,50006,m
116204,76557,50007,r
84044,85235,50008,m
84044,43883,50008,m
62935,82976,50008,r
24389,85288,50008,r
3694,80999,50009,r
96977,76557,50012,r
84133,85998,50012,r
19491,74112,50013,m
17169,77216,50015,m
116066,85288,50016,r
3694,80999,50017,r
80609,53108,50017,m
79490,74078,50017,m
80609,88417,50017,m
111192,85998,50017,r
112551,88613,50017,r
74767,4637,50017,m
80609,39653,50017,m
45597,88317,50018,r
80288,76793,50020,r
106928,85366,50020,r
89607,75729,50020,m
88781,80351,50021,r
24683,84243,50021,r
63304,80247,50022,m
63304,61149,50022,m
72899,74282,50024,r
34320,86751,50024,r
43862,44952,50026,m
5695,85288,50026,r
108480,78440,50026,r
43862,86286,50026,m
76941,74282,50027,r
42747,80351,50027,r
20251,76771,50027,r
52422,87078,50027,r
34320,86751,50027,r
34320,86751,50027,r
81632,77412,50027,r
77139,88613,50030,r
79504,71120,50030,m
29725,75420,50030,r
79504,115310,50030,m
111192,85998,50031,r
55789,87617,50032,r
78534,101933,50033,m
58785,85998,50033,r
78534,27304,50033,m
78022,79917,50033,m
78534,49997,50033,m
26062,86063,50033,r
78534,40773,50033,m
6653,85288,50034,r
101648,88613,50034,r
70027,85977,50034,m
34320,86751,50034,r
81867,88761,50035,r
39134,88317,50037,r
48138,74282,50037,r
59725,80192,50039,m
77058,80552,50039,m
95263,76557,50040,r
17479,74401,50040,m
17479,79137,50040,m
8542,88613,50041,r
50925,76557,50043,r
114037,75629,50045,r
114037,0,50045,r
114037,88067,50046,r
77064,80552,50046,m
114037,80039,50046,r
114037,82687,50046,r
114037,75629,50046,r
114037,74614,50046,r
114037,0,50046,r
114037,80679,50046,r
114037,80039,50046,r
114037,80641,50046,r
114037,84326,50046,r
100459,88761,50046,r
114037,88067,50047,r
114037,75633,50047,r
90255,74793,50047,r
43055,84161,50047,m
114037,82687,50047,r
114037,74614,50047,r
114037,80641,50047,r
97879,77356,50047,r
114037,88405,50047,r
114037,80679,50047,r
114037,84326,50048,r
58738,76218,50048,r
114037,75633,50048,r
114037,88405,50048,r
3447,82976,50048,r
94833,88693,50049,r
34643,86881,50050,r
102700,81236,50050,r
60186,76218,50052,r
90773,74282,50052,r
116049,82743,50052,m
57920,88317,50053,r
50597,86281,50054,m
50597,11936,50054,m
98476,80999,50055,r
102700,81236,50055,r
61801,82976,50055,r
54056,77531,50057,r
90452,84733,50057,m
90452,16811,50057,m
48284,82143,50059,r
75538,64177,50060,m
29432,80612,50061,m
1522,81479,50061,r
45347,86245,50062,r
58497,88761,50063,r
78440,22429,50066,m
78440,29424,50066,m
25821,75153,50066,m
110140,80999,50067,r
82128,67318,50068,m
49127,88613,50068,r
39503,77531,50069,r
79149,74282,50069,r
88065,57336,50069,m
88065,101826,50069,m
56978,76793,50070,r
81712,60607,50070,m
94429,86245,50070,r
81057,28048,50071,m
47236,81491,50071,r
1987,82976,50073,r
69321,80612,50073,m
34740,80999,50075,r
45474,88613,50076,r
101065,74282,50077,r
96110,76775,50080,r
35505,74282,50080,r
106981,80283,50081,m
69927,80999,50081,r
36119,87198,50081,r
29180,86245,50081,r
45876,78429,50081,r
93683,88317,50082,r
23049,74282,50083,r
30488,81479,50083,r
20921,82579,50083,m
74767,4637,50084,m
74767,40773,50084,m
470,78440,50085,r
98719,88613,50085,r
19356,75867,50085,r
59484,76557,50087,r
102700,81236,50088,r
60233,88317,50088,r
76328,87198,50090,r
56490,88613,50092,r
75077,12195,50092,m
75077,101403,50092,m
68106,75817,50093,m
68106,110778,50093,m
84060,85998,50094,r
109388,80999,50094,r
59441,76771,50097,r
114691,74973,50097,r
62936,82976,50098,r
57890,78440,50099,r
106291,83550,50100,r
50722,88317,50100,r
102700,81236,50101,r
74112,19491,50103,m
111623,85913,50104,r
102678,75386,50104,m
26629,77531,50104,r
110356,78495,50105,m
112950,81236,50105,r
88321,88317,50105,r
115209,88613,50106,r
73696,85977,50107,m
62978,86281,50107,m
74401,17479,50108,m
74401,79137,50108,m
100297,86281,50108,m
73075,79850,50108,m
94429,86245,50109,r
112950,81236,50109,r
27872,83550,50111,r
18745,80999,50111,r
103909,96041,50112,r
83504,68124,50112,m
83504,83497,50112,m
78534,27304,50112,m
78534,7599,50112,m
78534,40773,50112,m
78534,27304,50112,m
78534,101933,50112,m
74587,74536,50113,m
86833,75153,50114,m
13777,81700,50114,m
9822,78440,50114,r
13409,87402,50116,m
80520,93656,50118,m
80520,74295,50118,m
80520,78651,50118,m
80520,45507,50118,m
80520,57539,50118,m
80520,94684,50118,m
80520,109370,50118,m
95710,81479,50118,r
41277,88317,50118,r
80520,40773,50118,m
110035,88613,50119,r
78522,88654,50119,r
33078,86245,50119,r
101066,88305,50121,m
12268,85998,50121,r
103909,62751,50123,r
56298,86381,50123,m
67318,82128,50124,m
27872,85818,50124,r
62935,82976,50125,r
83400,82559,50125,r
101736,74188,50126,r
33078,86245,50127,r
6635,76557,50128,r
47432,76793,50128,r
87181,74282,50130,r
10865,77068,50130,r
13367,75153,50130,r
8191,82205,50131,m
16692,93683,50131,m
37298,85174,50131,r
16692,77216,50131,m
21314,80999,50132,r
14603,77187,50132,r
12237,78440,50134,r
2320,74767,50134,r
20921,82579,50134,m
20921,78654,50134,m
66759,86245,50135,r
19856,77068,50135,r
56552,74282,50135,r
12412,78429,50136,r
44682,83550,50138,r
58497,78249,50138,r
101586,76557,50139,r
47432,76793,50140,r
115484,85977,50141,m
64940,75153,50141,m
19767,88317,50141,r
83261,74767,50142,r
70724,86281,50142,m
47432,76793,50143,r
97448,74282,50143,r
13871,78495,50143,m
87175,79317,50143,m
38639,74779,50144,r
27787,85977,50145,m
78140,80612,50146,m
62935,82976,50147,r
99023,82348,50147,r
103909,45132,50147,r
49127,83550,50149,r
42098,79697,50149,r
70809,86245,50152,r
47432,76793,50152,r
4637,74767,50152,r
47432,76793,50154,r
1987,82976,50155,r
70640,76557,50156,r
79277,8856,50156,m
22273,76218,50156,r
91925,80999,50157,r
27273,76218,50161,r
48138,74282,50162,r
34914,84761,50162,r
39559,78440,50163,r
88831,74250,50163,r
19254,74973,50163,r
46614,84865,50163,r
92129,74282,50164,r
35091,82976,50164,r
15673,77068,50164,r
38286,80520,50165,r
2320,74767,50168,r
102764,74282,50170,r
78223,92715,50171,m
70360,77356,50173,r
78534,41244,50174,m
51129,78440,50174,r
78534,32576,50174,m
78534,56579,50174,m
81426,74282,50175,r
55770,82205,50175,m
77808,76218,50177,r
97190,84390,50178,m
9392,78440,50180,r
20600,92351,50182,r
18348,74282,50182,r
103650,78440,50183,r
51697,85732,50183,m
51697,16704,50183,m
64655,74767,50184,r
77300,76793,50184,r
101238,76557,50185,r
50626,79850,50187,m
22272,82348,50188,r
82024,83550,50189,r
36693,80552,50190,m
35056,76154,50191,m
43217,78249,50192,r
48756,82559,50192,r
103909,47987,50193,r
81287,34517,50193,m
111054,79156,50193,r
82030,108230,50194,m
4637,74767,50194,r
84488,88306,50195,r
46614,84865,50198,r
62936,82976,50200,r
76502,82976,50200,r
116287,87357,50201,r
8689,78440,50204,r
112680,85818,50205,r
98475,76771,50207,r
43993,76793,50208,r
27872,81479,50208,r
40512,85913,50209,r
21785,82360,50209,r
102112,74282,50209,r
116511,78090,50210,r
99621,76557,50210,r
24341,82128,50210,r
82030,37066,50211,m
29776,82360,50213,r
1999,85818,50213,r
94561,79037,50214,r
98183,74112,50215,m
98183,28914,50215,m
45618,81479,50215,r
30442,81287,50216,r
95457,78090,50216,r
80062,82128,50216,m
20818,74973,50216,r
52413,74767,50218,r
112073,76557,50219,r
30442,81287,50221,r
30456,81479,50222,r
54553,77216,50222,m
79983,84274,50224,m
79983,115252,50224,m
79983,58098,50224,m
30488,81479,50225,r
44984,74973,50225,r
108959,71023,50226,m
30442,81287,50226,r
11604,80385,50229,r
27288,81479,50229,r
20921,82579,50230,m
20921,59714,50230,m
40308,85235,50231,m
40308,35196,50231,m
30442,81287,50231,r
82024,85818,50232,r
78146,75729,50232,m
82852,63814,50233,m
97562,75860,50234,m
97562,104406,50234,m
114691,74973,50234,r
79614,52317,50235,m
21894,81491,50235,r
50492,74282,50236,r
85276,87928,50237,m
30442,81287,50237,r
85276,44071,50237,m
107638,85818,50237,r
85276,80486,50237,m
82010,78440,50237,r
4703,80385,50238,r
87402,13409,50238,m
71937,88716,50239,r
87470,88613,50239,r
55385,76557,50239,r
38186,74282,50240,r
82128,67318,50240,m
109681,88716,50241,r
35505,74282,50242,r
80609,37746,50243,m
80609,49445,50243,m
30442,81287,50244,r
25692,85873,50244,m
920,80999,50244,r
31019,80385,50244,r
79915,17152,50245,m
79915,79917,50245,m
79159,74282,50245,r
101466,88613,50245,r
66783,80385,50247,r
13261,88024,50247,r
79037,101751,50247,m
79037,89946,50247,m
79037,103265,50247,m
43321,76771,50248,r
106676,78078,50248,r
69096,80612,50248,m
8542,83037,50249,r
30442,81287,50249,r
2224,80612,50250,m
93923,77356,50251,r
79490,66691,50252,m
103909,49518,50252,r
82219,83037,50252,r
79513,48628,50253,m
30442,81287,50254,r
66783,80385,50254,r
67394,74973,50257,r
787,74282,50257,r
63814,82852,50258,m
4703,80385,50258,r
102854,2320,50259,m
116777,85818,50259,r
102854,40773,50259,m
102854,64655,50259,m
2320,74767,50259,r
97303,88716,50259,r
102854,85288,50259,m
54650,85235,50260,m
30442,81287,50261,r
74595,80307,50261,m
68771,78090,50261,r
62147,77068,50263,r
76335,81479,50263,r
84810,74282,50263,r
41283,80612,50263,m
41283,87582,50263,m
14603,83037,50263,r
80956,86380,50264,r
67068,74973,50264,r
9440,80619,50264,r
116777,88716,50264,r
66691,79490,50265,r
56188,2851,50265,r
30442,81287,50266,r
95721,81479,50266,r
90721,78223,50266,r
41156,80440,50268,r
38584,78249,50268,r
44810,74947,50269,r
103909,79037,50269,r
33667,76107,50269,m
80552,61825,50269,m
45126,82559,50269,r
112073,88716,50270,r
17474,75386,50270,m
88726,85977,50271,m
30442,81287,50271,r
112828,81908,50271,r
80956,86380,50271,r
92402,86381,50272,m
81426,74282,50273,r
80532,78440,50273,r
73716,75531,50274,m
101939,84243,50274,m
80956,86380,50274,r
559,79372,50274,m
559,6590,50274,m
74539,56072,50274,m
41924,75692,50275,r
30442,81287,50276,r
112828,81908,50276,r
101205,75153,50277,m
112114,74282,50277,r
70215,80385,50278,r
71093,79375,50278,m
22222,80999,50279,r
80956,86380,50279,r
103909,52456,50279,r
74651,74973,50280,r
74716,17784,50280,m
116655,76771,50281,r
80552,24740,50281,m
40403,78090,50281,r
30442,81287,50281,r
65503,81908,50282,r
63945,78440,50282,r
68339,74282,50283,r
74587,109211,50284,m
69098,78090,50284,r
30442,81287,50285,r
20992,85235,50287,m
79513,48628,50287,m
74637,75018,50288,r
18847,76557,50289,r
80154,87475,50289,r
8151,84859,50289,r
104867,74282,50289,r
85988,75860,50289,m
20921,82579,50289,m
91297,78440,50289,r
85988,52048,50289,m
80154,87475,50290,r
86648,80999,50290,r
80154,74793,50290,r
80154,74793,50291,r
80154,81281,50291,r
86337,75629,50292,r
107909,88067,50292,r
81,74282,50292,r
86337,77993,50292,r
80154,81281,50292,r
94054,84825,50292,r
68890,75120,50292,r
107909,75890,50292,r
86337,82687,50293,r
86337,77993,50293,r
77946,75629,50293,r
77946,82687,50294,r
38020,73931,50294,r
80154,79122,50294,r
75890,88067,50294,r
80154,79122,50295,r
107909,75890,50295,r
85258,88405,50295,r
94054,88250,50296,r
86337,77946,50296,r
80154,75120,50296,r
104845,79717,50296,m
85258,88405,50296,r
86337,77946,50296,r
68890,75120,50296,r
80154,86921,50297,r
30442,81287,50297,r
80154,86921,50297,r
80154,75120,50297,r
111178,84637,50297,r
102907,80999,50298,r
37492,76446,50299,m
22729,80192,50299,r
36862,76218,50299,r
71197,78078,50299,r
37419,78078,50299,r
36584,88613,50299,r
109194,81236,50300,r
115496,78249,50300,r
109370,57539,50301,m
109370,93656,50301,m
109370,74295,50301,m
109370,78651,50301,m
109370,45507,50301,m
109370,40773,50301,m
109370,94684,50301,m
109370,80520,50301,m
109211,74587,50302,m
11518,75386,50302,m
11518,4148,50302,m
11518,41844,50302,m
62930,75018,50302,r
82128,80062,50303,m
15231,76771,50304,r
86961,75386,50305,m
86961,40089,50305,m
86961,105500,50305,m
69096,80612,50305,m
83504,31731,50305,m
80192,22729,50306,m
80192,105004,50306,m
22853,80999,50307,r
109194,81236,50308,r
42930,88249,50308,r
96605,88597,50308,r
39409,76771,50309,r
86876,76557,50310,r
20260,84637,50310,r
34330,80999,50310,r
10773,76250,50310,r
23820,86881,50311,r
74674,86380,50311,r
39559,78440,50311,r
60459,81448,50312,r
80453,78090,50312,r
75021,113842,50313,m
303,78429,50314,r
116777,81479,50314,r
24489,78078,50314,r
45702,81580,50314,r
87032,76451,50316,m
87032,116816,50316,m
42036,76218,50316,r
79912,88613,50317,r
9139,88249,50317,r
26853,74973,50317,r
49127,83037,50317,r
36584,88613,50319,r
57656,43887,50320,r
71197,78078,50320,r
103963,82579,50320,m
28097,74716,50320,m
95635,85818,50321,r
70360,77356,50321,r
46614,84865,50321,r
27941,85977,50324,m
76067,23736,50324,m
53099,76557,50325,r
17207,76250,50325,r
15618,82701,50326,r
8542,81448,50326,r
11754,75386,50326,m
86961,87209,50327,m
80552,33527,50327,m
86961,75386,50327,m
19513,85818,50328,r
34570,86881,50328,r
88645,76218,50328,r
47725,88613,50329,r
21289,82701,50330,r
111065,77068,50330,r
4317,76250,50332,r
86470,78834,50332,r
8699,78090,50332,r
100489,88613,50333,r
104949,75018,50333,r
52332,78078,50335,r
95721,83037,50336,r
58800,30253,50337,m
58800,115852,50337,m
58800,47856,50337,m
58800,5607,50337,m
58800,28730,50337,m
58800,82579,50337,m
58800,82293,50337,m
58800,47857,50337,m
58800,82249,50337,m
52332,78078,50337,r
46614,84865,50337,r
8118,74282,50338,r
80453,78090,50339,r
99982,77356,50339,r
53328,87959,50339,r
86390,21001,50341,m
86390,62964,50341,m
39298,82680,50343,m
39298,52528,50343,m
39298,90394,50343,m
112828,81908,50344,r
76862,75804,50345,m
27264,85977,50346,m
112016,88361,50351,r
43321,76771,50351,r
46806,77763,50353,m
46806,19760,50353,m
115028,88761,50356,r
52814,84859,50357,r
27825,86281,50357,m
113044,78090,50358,r
95678,85818,50359,r
11857,88613,50359,r
17839,85977,50360,m
100986,78078,50361,r
73429,74973,50361,r
44488,45289,50362,m
44488,47480,50362,m
44488,92089,50362,m
44488,92219,50362,m
44488,19141,50362,m
44488,84775,50362,m
44488,43961,50362,m
44488,74188,50362,m
115247,74282,50362,r
106103,81491,50363,r
89646,79992,50364,r
93215,86381,50364,m
81440,74282,50365,r
29575,80612,50365,m
106399,88430,50368,m
81440,74282,50370,r
36768,84117,50371,r
99831,78078,50372,r
80552,77058,50376,m
69001,84859,50376,r
81778,74282,50376,r
70461,75804,50377,m
78165,86599,50377,m
23091,76775,50378,r
86787,76563,50378,m
116417,77356,50379,r
50493,74282,50380,r
38487,81236,50382,r
49989,75531,50382,m
49989,17773,50382,m
74587,33286,50383,m
9392,84117,50383,r
2075,82976,50384,r
37611,76107,50384,m
77968,79921,50384,m
53945,79490,50385,r
19752,76771,50386,r
18903,86381,50386,m
54221,81580,50387,r
57537,82579,50387,m
1934,86131,50389,r
87965,56323,50389,m
87965,102073,50389,m
94834,77356,50390,r
37419,78078,50390,r
108845,74282,50391,r
34397,86381,50392,m
27825,81700,50392,m
91007,83037,50393,r
19491,74112,50394,m
106636,88613,50395,r
85638,12650,50395,m
77104,42504,50395,m
98404,82186,50395,r
9625,78429,50396,r
72371,86881,50396,r
30442,80999,50396,r
105365,75804,50398,m
28068,78031,50398,m
28068,92674,50398,m
44161,79992,50398,r
81937,80440,50399,r
79183,22543,50401,m
42311,77608,50401,r
48704,81401,50401,m
115488,80999,50403,r
74872,54435,50403,m
99120,78078,50404,r
16996,88613,50406,r
82925,86787,50406,r
85554,43713,50406,m
1874,81580,50406,r
79490,53945,50407,m
103021,35196,50408,m
103021,85235,50408,m
6966,83037,50408,r
87546,79317,50408,r
33947,74973,50409,r
80552,77064,50409,m
65689,85977,50410,m
11511,80999,50411,r
72272,84859,50411,r
76958,75021,50411,r
101551,75867,50411,r
114234,86787,50411,r
61756,75804,50412,m
13902,37053,50412,r
103670,88613,50412,r
69409,88716,50413,r
107316,85554,50414,m
56541,88654,50414,r
64974,75153,50414,m
63628,80612,50415,m
27825,79917,50415,m
82925,88613,50416,r
98116,79992,50416,r
85554,107316,50416,m
63550,81236,50418,r
18506,74183,50418,r
81127,84847,50420,r
98379,79317,50421,r
114959,80486,50421,r
48501,82128,50422,r
21561,76771,50422,r
70304,77216,50422,m
19723,80999,50423,r
80288,86787,50423,r
41156,79954,50423,r
35196,86131,50424,r
74872,107951,50425,m
100743,45592,50425,r
74587,98184,50425,m
89474,78031,50425,m
41156,79954,50426,r
91243,83463,50426,r
8447,76218,50428,r
76958,75021,50429,r
106568,79992,50429,r
652,80612,50430,m
114959,80486,50430,r
72201,86131,50430,r
28936,86881,50432,r
6106,75451,50433,r
66792,75804,50433,m
21034,79992,50433,r
13058,86163,50434,r
89673,88613,50434,r
15806,84865,50434,r
72272,84859,50434,r
92590,82128,50435,m
92590,110265,50435,m
76958,75021,50436,r
95275,79317,50436,r
65998,82186,50437,r
56321,78406,50437,r
76125,86131,50437,r
17811,74567,50438,m
30456,86787,50438,r
46692,75804,50438,m
60877,78249,50439,r
95275,79317,50439,r
41156,79954,50440,r
55748,81908,50442,r
98723,78078,50442,r
85551,108278,50443,m
46594,86281,50444,m
30442,80999,50445,r
54431,80486,50446,r
74985,78429,50446,r
93321,76544,50447,r
83047,75804,50447,m
100820,76548,50448,r
72581,75804,50448,m
44798,86131,50448,r
116816,76451,50448,m
116816,87032,50448,m
74997,86381,50450,m
27872,86787,50450,r
81264,75804,50450,m
30442,80999,50450,r
112073,85818,50451,r
12742,80552,50451,m
98561,78090,50452,r
11062,74595,50452,m
110463,78406,50452,r
74872,91992,50452,m
65408,75804,50452,m
50623,82701,50453,r
34330,80999,50454,r
80083,0,50455,r
51932,85818,50455,r
75793,112342,50456,m
114460,0,50456,r
84824,74793,50456,r
76680,78090,50457,r
94131,80440,50457,r
92732,75629,50457,r
84824,74793,50457,r
69855,75629,50457,r
80083,74614,50458,r
60542,77356,50458,r
80083,80679,50458,r
92732,80679,50458,r
69855,82687,50458,r
92732,82687,50458,r
69855,74614,50458,r
69855,80039,50458,r
63556,80039,50458,r
30488,81479,50458,r
28994,43961,50459,m
28994,105778,50459,m
28994,92089,50459,m
92732,80641,50459,r
28994,9055,50459,m
28994,97029,50459,m
28994,92219,50459,m
28994,19141,50459,m
80083,84326,50459,r
114460,80641,50459,r
28994,74188,50459,m
92732,84326,50459,r
79159,88716,50459,r
114460,88405,50460,r
69855,88405,50460,r
69855,88067,50460,r
105365,75804,50460,m
42404,85235,50460,m
3298,75804,50460,m
92732,88067,50460,r
63556,75633,50461,r
69855,75633,50461,r
21786,75386,50463,m
91440,75386,50464,m
98353,75860,50464,m
98353,110415,50464,m
1688,74282,50465,r
103586,76544,50465,r
85554,83461,50466,m
84090,74282,50467,r
6106,75451,50467,r
72581,75804,50468,m
7398,87078,50468,r
84055,78078,50468,r
68771,78090,50468,r
74767,10861,50470,m
83457,77608,50470,r
74767,4637,50470,m
74767,97911,50470,m
74767,38705,50470,m
74767,108729,50470,m
32258,74282,50472,r
103269,82907,50472,m
49133,85818,50472,r
64887,7019,50473,r
80552,3485,50474,m
97359,79183,50476,m
97359,22543,50476,m
82390,80192,50477,r
7914,87230,50477,r
87959,40977,50477,m
87959,90345,50477,m
87959,3087,50477,m
78792,78078,50478,r
40803,81908,50479,r
82492,82579,50480,m
107840,74872,50480,r
110574,86881,50480,r
65689,85977,50480,m
82492,6524,50480,m
32353,75386,50481,m
32353,18547,50481,m
71541,88613,50482,r
106673,79981,50482,r
71937,87230,50482,r
31156,86381,50484,m
87032,116816,50484,m
87032,76451,50484,m
82519,107116,50484,m
1688,80385,50484,r
56468,82777,50485,r
9740,87230,50485,r
80706,56074,50486,m
80706,84419,50486,m
33571,74045,50487,r
79857,26588,50487,m
82986,87230,50488,r
116383,85818,50488,r
99022,78078,50489,r
1650,80385,50489,r
106636,87230,50490,r
79375,71093,50490,m
78075,75531,50490,m
30456,88716,50491,r
79156,110513,50491,m
25471,75386,50492,m
25471,3138,50492,m
101918,80385,50493,r
22270,88761,50493,r
50380,80486,50494,r
28759,84865,50495,r
82047,79954,50496,r
110506,78249,50496,r
41156,79954,50496,r
76771,85919,50496,m
103584,79954,50496,r
10530,80385,50497,r
80724,88613,50498,r
73867,77160,50498,r
97029,78429,50501,r
32171,86381,50501,m
116383,88613,50502,r
101546,82389,50502,m
73523,77356,50502,r
4354,78078,50502,r
114716,80486,50504,r
107316,85554,50505,m
83850,82777,50505,r
7100,85288,50506,r
74401,65269,50507,m
74401,87447,50507,m
74401,105586,50507,m
84236,38854,50508,m
9740,88613,50508,r
46904,64869,50508,r
78075,43308,50510,r
46904,64869,50511,r
84086,82186,50511,r
17247,82777,50513,r
84355,25063,50513,m
21179,74779,50514,r
101651,77356,50514,r
86933,86881,50517,r
103116,79981,50517,r
43363,76548,50520,r
14163,80486,50520,r
77737,81908,50521,r
88305,25624,50522,m
36336,75386,50523,m
36336,3138,50523,m
86508,88613,50524,r
60995,7019,50524,r
91063,82680,50525,m
91063,52528,50525,m
91063,90394,50525,m
111489,75386,50526,m
77737,81908,50526,r
89883,86881,50527,r
103584,79981,50528,r
19234,76548,50528,r
85638,103265,50529,m
65397,88716,50529,r
116816,76451,50530,m
116816,87032,50530,m
50398,76446,50531,m
80520,38286,50533,m
21786,75386,50534,m
74452,82976,50535,r
3447,82976,50535,r
46052,81580,50536,r
60443,77333,50536,r
29519,9787,50537,r
80290,83754,50537,m
80290,15012,50537,m
17247,82777,50538,r
45061,82568,50539,r
4354,74646,50539,r
80552,34225,50540,m
79992,108635,50540,m
10530,80385,50540,r
79992,43659,50540,m
79992,98116,50540,m
79992,7599,50540,m
1603,76548,50541,r
78925,86881,50541,r
8672,84865,50542,r
93315,78898,50543,r
64177,75538,50543,m
113388,80999,50543,r
98959,85452,50544,r
41494,59328,50544,m
70265,78078,50544,r
10530,80385,50545,r
97303,88613,50548,r
55748,81908,50548,r
13396,74716,50548,m
21422,80486,50549,r
38778,88305,50549,r
86286,44952,50550,m
90092,84826,50551,r
823,87357,50551,r
55342,86281,50551,m
26175,74282,50552,r
24974,82207,50552,r
48138,74282,50554,r
85711,82907,50554,m
32258,74282,50557,r
69947,76775,50557,r
87032,76451,50557,m
87032,116816,50557,m
29263,79954,50558,r
42384,79981,50558,r
107316,85554,50559,m
99836,83453,50559,r
39146,78972,50561,r
72272,83550,50561,r
74188,19141,50562,m
99753,78090,50562,r
74188,28994,50562,m
74188,92219,50562,m
74188,9055,50562,m
74188,43961,50562,m
74188,105778,50562,m
74188,97029,50562,m
74188,92089,50562,m
17658,84826,50563,r
43961,79992,50564,r
96610,86881,50564,r
3485,78078,50565,r
86281,86286,50565,r
1603,76548,50565,r
41428,84541,50565,r
21198,88591,50565,r
80569,84419,50567,m
55349,82519,50567,m
73546,82128,50569,r
43363,76548,50570,r
20478,80999,50570,r
70265,78078,50571,r
99058,78495,50571,m
99058,78962,50571,m
12230,12037,50572,m
12230,76446,50572,m
84821,81580,50572,r
80520,74295,50573,m
1603,83550,50573,r
80520,109370,50573,m
80520,94684,50573,m
80520,40773,50573,m
80520,57539,50573,m
80520,45507,50573,m
80520,78651,50573,m
80520,93656,50573,m
47679,74282,50574,r
33445,78898,50574,r
68477,83550,50575,r
76771,85919,50575,m
90167,80999,50576,r
42054,88565,50576,m
42054,26630,50576,m
35505,74282,50577,r
45024,79992,50577,r
15105,84826,50577,r
81127,78249,50578,r
57126,85554,50579,m
107644,75852,50579,m
107644,83169,50579,m
84585,75386,50580,m
74401,105586,50581,m
74401,65269,50581,m
74401,87447,50581,m
44127,7019,50581,r
27300,75386,50581,m
56262,74282,50582,r
62936,82976,50582,r
84050,78078,50582,r
105148,82976,50583,r
87181,74282,50584,r
38298,84865,50585,r
101871,83463,50586,r
87181,74282,50587,r
49382,75531,50587,m
112935,82976,50587,r
100986,74872,50588,r
2075,82976,50588,r
80154,88405,50589,r
80154,88405,50589,r
31881,78078,50589,r
104405,84541,50589,r
39503,84826,50590,r
27963,86381,50590,m
81440,74282,50591,r
39663,85853,50592,r
81127,88761,50593,r
22589,86881,50594,r
49382,95985,50594,r
60443,82348,50595,r
3882,87206,50596,m
80612,63628,50596,m
59807,80612,50597,m
31881,78078,50597,r
61801,82976,50599,r
68887,84826,50599,r
31881,78078,50599,r
16964,76107,50601,r
55748,78090,50602,r
36323,75386,50602,m
103376,86881,50602,r
93683,82348,50603,r
74767,38705,50604,m
16964,76107,50604,r
74767,108729,50604,m
74767,4637,50604,m
74767,97911,50604,m
84283,59328,50605,m
3042,82976,50606,r
9101,74188,50607,r
7739,83463,50607,r
77333,29497,50608,m
77333,45705,50608,m
55787,80486,50608,r
42722,78834,50608,r
77139,74282,50609,r
92310,88761,50609,r
50737,78078,50610,r
91720,88613,50610,r
70050,87081,50611,m
28890,82579,50613,m
79066,86381,50613,m
86286,44952,50615,m
79490,53945,50615,m
111469,80076,50615,r
86286,109381,50615,m
48138,74282,50617,r
84060,88716,50618,r
81121,78249,50618,r
6903,84826,50618,r
48502,82128,50618,r
25063,84355,50619,m
112391,77675,50619,r
81440,74282,50619,r
111178,74646,50620,r
90327,75860,50621,m
16839,84666,50621,r
109681,76548,50622,r
111489,75386,50623,m
51732,86281,50623,m
97029,7019,50624,r
53901,88613,50624,r
8014,79490,50624,m
29809,77356,50625,r
36534,85853,50626,r
101848,74282,50626,r
15223,77356,50627,r
45928,80486,50627,r
101586,82701,50628,r
70351,76571,50628,r
33248,84826,50628,r
98069,77356,50629,r
34330,80999,50629,r
106858,76548,50631,r
104867,74282,50631,r
85400,79156,50632,r
80288,77356,50632,r
101648,77356,50633,r
99478,77177,50634,r
115224,88613,50634,r
19808,74282,50634,r
109928,86380,50635,r
93572,86881,50636,r
94240,84666,50637,r
107638,77356,50637,r
98937,78708,50638,r
57111,85235,50638,m
74112,36511,50638,m
74112,20581,50638,m
58546,83550,50638,r
71937,77356,50639,r
80650,80999,50640,r
26182,77675,50641,r
78081,18554,50642,m
20873,86131,50643,r
109681,78708,50643,r
20187,77356,50644,r
7692,88613,50644,r
15863,80351,50646,r
79077,76548,50646,r
35653,79921,50646,r
98937,78708,50646,r
80650,80999,50647,r
1688,80385,50648,r
96429,84541,50649,r
100694,88613,50649,r
78863,80486,50650,r
49997,78429,50650,r
113257,82568,50650,r
4703,80385,50651,r
80650,80999,50651,r
101221,86380,50651,r
66176,78708,50652,r
29809,88613,50652,r
69222,82144,50653,r
83140,75153,50653,m
79181,77356,50654,r
16250,74646,50654,r
32494,83453,50655,r
104318,86881,50656,r
80335,84859,50656,r
41186,79220,50656,r
76833,76775,50656,r
76697,77356,50657,r
66691,79490,50657,m
29809,78708,50657,r
87447,105586,50659,m
87447,74401,50659,m
87447,65269,50659,m
48200,80999,50661,r
87134,78495,50662,m
74536,74587,50662,m
107316,85554,50662,m
91007,82803,50663,r
10875,84117,50663,r
95635,78708,50664,r
116816,76451,50664,m
8542,82701,50664,r
116816,87032,50664,m
13528,78898,50665,r
109681,78708,50666,r
71937,82803,50666,r
21198,88591,50666,r
84664,76548,50667,r
84082,84117,50667,r
47000,80486,50668,r
78834,38921,50668,m
78834,60214,50668,m
78834,41813,50668,m
115109,82803,50668,r
108183,88613,50668,r
23375,84380,50668,r
18554,78081,50669,m
26583,108564,50669,m
